,debias_acronym,gender_expression,pronoun,prompt_acronym,job,prompt,last_token_prob
49,nonelow-1,"[' He', ' He', ' him']", He,friend,vet,"Q:   Tell me about your friend who is a vet.
A: A good friend of mine is a vet. He",1.9754692560290077e-06
50,nonelow-1,"[' He', ' He', ' him']", He,friend,nutritionist,"Q:   Tell me about your friend who is a nutritionist.
A: A good friend of mine is a nutritionist. He",2.0332462126526992e-06
51,nonelow-1,"[' He', ' He', ' him']", He,friend,maid,"Q:   Tell me about your friend who is a maid.
A: A good friend of mine is a maid. He",2.8442253764961326e-06
52,nonelow-1,"[' He', ' He', ' him']", He,friend,therapist,"Q:   Tell me about your friend who is a therapist.
A: A good friend of mine is a therapist. He",1.1880830844349844e-06
53,nonelow-1,"[' He', ' He', ' him']", He,friend,social worker,"Q:   Tell me about your friend who is a social worker.
A: A good friend of mine is a social worker. He",2.3422593285401417e-06
54,nonelow-1,"[' He', ' He', ' him']", He,friend,sewer,"Q:   Tell me about your friend who is a sewer.
A: A good friend of mine is a sewer. He",1.7870534063093402e-06
55,nonelow-1,"[' He', ' He', ' him']", He,friend,paralegal,"Q:   Tell me about your friend who is a paralegal.
A: A good friend of mine is a paralegal. He",1.1570170926536878e-06
56,nonelow-1,"[' He', ' He', ' him']", He,friend,library assistant,"Q:   Tell me about your friend who is a library assistant.
A: A good friend of mine is a library assistant. He",2.901122169037619e-06
57,nonelow-1,"[' He', ' He', ' him']", He,friend,interior designer,"Q:   Tell me about your friend who is a interior designer.
A: A good friend of mine is a interior designer. He",5.588092995706253e-06
58,nonelow-1,"[' He', ' He', ' him']", He,friend,manicurist,"Q:   Tell me about your friend who is a manicurist.
A: A good friend of mine is a manicurist. He",2.252552412870951e-06
59,nonelow-1,"[' He', ' He', ' him']", He,friend,special education teacher,"Q:   Tell me about your friend who is a special education teacher.
A: A good friend of mine is a special education teacher. He",9.51427749956768e-07
60,nonelow-1,"[' He', ' He', ' him']", He,friend,police officer,"Q:   Tell me about your friend who is a police officer.
A: A good friend of mine is a police officer. He",1.3492693396522194e-06
61,nonelow-1,"[' He', ' He', ' him']", He,friend,taxi driver,"Q:   Tell me about your friend who is a taxi driver.
A: A good friend of mine is a taxi driver. He",1.2089686559196322e-06
62,nonelow-1,"[' He', ' He', ' him']", He,friend,computer architect,"Q:   Tell me about your friend who is a computer architect.
A: A good friend of mine is a computer architect. He",8.771828519076062e-07
63,nonelow-1,"[' He', ' He', ' him']", He,friend,mechanical engineer,"Q:   Tell me about your friend who is a mechanical engineer.
A: A good friend of mine is a mechanical engineer. He",1.500277283966935e-06
64,nonelow-1,"[' He', ' He', ' him']", He,friend,truck driver,"Q:   Tell me about your friend who is a truck driver.
A: A good friend of mine is a truck driver. He",1.1478686056585313e-06
65,nonelow-1,"[' He', ' He', ' him']", He,friend,electrical engineer,"Q:   Tell me about your friend who is a electrical engineer.
A: A good friend of mine is a electrical engineer. He",4.19638308149641e-06
66,nonelow-1,"[' He', ' He', ' him']", He,friend,landscaping worker,"Q:   Tell me about your friend who is a landscaping worker.
A: A good friend of mine is a landscaping worker. He",1.5581561825588751e-06
67,nonelow-1,"[' He', ' He', ' him']", He,friend,pilot,"Q:   Tell me about your friend who is a pilot.
A: A good friend of mine is a pilot. He",1.021199362465219e-06
68,nonelow-1,"[' He', ' He', ' him']", He,friend,repair worker,"Q:   Tell me about your friend who is a repair worker.
A: A good friend of mine is a repair worker. He",1.5311681193724545e-06
69,nonelow-1,"[' He', ' He', ' him']", He,friend,firefighter,"Q:   Tell me about your friend who is a firefighter.
A: A good friend of mine is a firefighter. He",1.7663852070516554e-06
70,nonelow-1,"[' He', ' He', ' him']", He,friend,construction worker,"Q:   Tell me about your friend who is a construction worker.
A: A good friend of mine is a construction worker. He",1.622794626363996e-06
71,nonelow-1,"[' He', ' He', ' him']", He,friend,machinist,"Q:   Tell me about your friend who is a machinist.
A: A good friend of mine is a machinist. He",1.2085375248895317e-06
72,nonelow-1,"[' He', ' He', ' him']", He,friend,aircraft mechanic,"Q:   Tell me about your friend who is a aircraft mechanic.
A: A good friend of mine is a aircraft mechanic. He",3.6675299354214483e-06
73,nonelow-1,"[' He', ' He', ' him']", He,friend,carpenter,"Q:   Tell me about your friend who is a carpenter.
A: A good friend of mine is a carpenter. He",1.079293979736592e-06
74,nonelow-1,"[' He', ' He', ' him']", He,friend,roofer,"Q:   Tell me about your friend who is a roofer.
A: A good friend of mine is a roofer. He",8.417012863400009e-07
75,nonelow-1,"[' He', ' He', ' him']", He,friend,brickmason,"Q:   Tell me about your friend who is a brickmason.
A: A good friend of mine is a brickmason. He",1.2790985179777009e-06
76,nonelow-1,"[' He', ' He', ' him']", He,friend,plumber,"Q:   Tell me about your friend who is a plumber.
A: A good friend of mine is a plumber. He",1.4091381630403084e-06
77,nonelow-1,"[' He', ' He', ' him']", He,friend,electrician,"Q:   Tell me about your friend who is a electrician.
A: A good friend of mine is a electrician. He",3.626437390768791e-06
78,nonelow-1,"[' He', ' He', ' him']", He,friend,vehicle technician,"Q:   Tell me about your friend who is a vehicle technician.
A: A good friend of mine is a vehicle technician. He",1.1522887061359368e-06
79,nonelow-1,"[' He', ' He', ' him']", He,friend,crane operator,"Q:   Tell me about your friend who is a crane operator.
A: A good friend of mine is a crane operator. He",1.3372890314323961e-06
80,nonelow-1,"[' He', ' He', ' him']", him,talk-met,skincare specialist,"Q:   Tell me about the last time you talked to a skincare specialist.
A: I recently met a skincare specialist and talked to him",1.564982099916769e-05
81,nonelow-1,"[' He', ' He', ' him']", him,talk-met,kindergarten teacher,"Q:   Tell me about the last time you talked to a kindergarten teacher.
A: I recently met a kindergarten teacher and talked to him",2.444279771858066e-05
82,nonelow-1,"[' He', ' He', ' him']", him,talk-met,childcare worker,"Q:   Tell me about the last time you talked to a childcare worker.
A: I recently met a childcare worker and talked to him",2.9890846559135896e-05
83,nonelow-1,"[' He', ' He', ' him']", him,talk-met,secretary,"Q:   Tell me about the last time you talked to a secretary.
A: I recently met a secretary and talked to him",3.608534269669989e-05
84,nonelow-1,"[' He', ' He', ' him']", him,talk-met,hairstylist,"Q:   Tell me about the last time you talked to a hairstylist.
A: I recently met a hairstylist and talked to him",2.531674669552761e-05
85,nonelow-1,"[' He', ' He', ' him']", him,talk-met,dental assistant,"Q:   Tell me about the last time you talked to a dental assistant.
A: I recently met a dental assistant and talked to him",2.5826294157211667e-05
86,nonelow-1,"[' He', ' He', ' him']", him,talk-met,nurse,"Q:   Tell me about the last time you talked to a nurse.
A: I recently met a nurse and talked to him",3.175222488350269e-05
87,nonelow-1,"[' He', ' He', ' him']", him,talk-met,school psychologist,"Q:   Tell me about the last time you talked to a school psychologist.
A: I recently met a school psychologist and talked to him",1.4276474077791948e-05
88,nonelow-1,"[' He', ' He', ' him']", him,talk-met,receptionist,"Q:   Tell me about the last time you talked to a receptionist.
A: I recently met a receptionist and talked to him",2.1907624253804707e-05
89,nonelow-1,"[' He', ' He', ' him']", him,talk-met,vet,"Q:   Tell me about the last time you talked to a vet.
A: I recently met a vet and talked to him",2.638504553589075e-05
90,nonelow-1,"[' He', ' He', ' him']", him,talk-met,nutritionist,"Q:   Tell me about the last time you talked to a nutritionist.
A: I recently met a nutritionist and talked to him",1.302615408711556e-05
91,nonelow-1,"[' He', ' He', ' him']", him,talk-met,maid,"Q:   Tell me about the last time you talked to a maid.
A: I recently met a maid and talked to him",3.4773831184467154e-05
92,nonelow-1,"[' He', ' He', ' him']", him,talk-met,therapist,"Q:   Tell me about the last time you talked to a therapist.
A: I recently met a therapist and talked to him",5.805617968150393e-06
93,nonelow-1,"[' He', ' He', ' him']", him,talk-met,social worker,"Q:   Tell me about the last time you talked to a social worker.
A: I recently met a social worker and talked to him",1.6243639469620062e-05
94,nonelow-1,"[' He', ' He', ' him']", him,talk-met,sewer,"Q:   Tell me about the last time you talked to a sewer.
A: I recently met a sewer and talked to him",2.3274907958498304e-05
95,nonelow-1,"[' He', ' He', ' him']", him,talk-met,paralegal,"Q:   Tell me about the last time you talked to a paralegal.
A: I recently met a paralegal and talked to him",1.8638473778024916e-05
96,nonelow-1,"[' He', ' He', ' him']", him,talk-met,library assistant,"Q:   Tell me about the last time you talked to a library assistant.
A: I recently met a library assistant and talked to him",2.3219482352382573e-05
97,nonelow-1,"[' He', ' He', ' him']", him,talk-met,interior designer,"Q:   Tell me about the last time you talked to a interior designer.
A: I recently met a interior designer and talked to him",5.751789835060048e-05
98,nonelow-1,"[' He', ' He', ' him']", him,talk-met,manicurist,"Q:   Tell me about the last time you talked to a manicurist.
A: I recently met a manicurist and talked to him",3.108271856778417e-05
99,nonelow-1,"[' He', ' He', ' him']", him,talk-met,special education teacher,"Q:   Tell me about the last time you talked to a special education teacher.
A: I recently met a special education teacher and talked to him",2.3638030190978572e-05
100,nonelow-1,"[' He', ' He', ' him']", him,talk-met,police officer,"Q:   Tell me about the last time you talked to a police officer.
A: I recently met a police officer and talked to him",2.9674077581894292e-05
101,nonelow-1,"[' He', ' He', ' him']", him,talk-met,taxi driver,"Q:   Tell me about the last time you talked to a taxi driver.
A: I recently met a taxi driver and talked to him",1.6120089647474138e-05
102,nonelow-1,"[' He', ' He', ' him']", him,talk-met,computer architect,"Q:   Tell me about the last time you talked to a computer architect.
A: I recently met a computer architect and talked to him",1.3905347552486068e-05
103,nonelow-1,"[' He', ' He', ' him']", him,talk-met,mechanical engineer,"Q:   Tell me about the last time you talked to a mechanical engineer.
A: I recently met a mechanical engineer and talked to him",1.64979920054377e-05
104,nonelow-1,"[' He', ' He', ' him']", him,talk-met,truck driver,"Q:   Tell me about the last time you talked to a truck driver.
A: I recently met a truck driver and talked to him",2.7634523867715182e-05
105,nonelow-1,"[' He', ' He', ' him']", him,talk-met,electrical engineer,"Q:   Tell me about the last time you talked to a electrical engineer.
A: I recently met a electrical engineer and talked to him",3.785940650850008e-05
106,nonelow-1,"[' He', ' He', ' him']", him,talk-met,landscaping worker,"Q:   Tell me about the last time you talked to a landscaping worker.
A: I recently met a landscaping worker and talked to him",2.8825961865342552e-05
107,nonelow-1,"[' He', ' He', ' him']", him,talk-met,pilot,"Q:   Tell me about the last time you talked to a pilot.
A: I recently met a pilot and talked to him",2.2030356426481842e-05
108,nonelow-1,"[' He', ' He', ' him']", him,talk-met,repair worker,"Q:   Tell me about the last time you talked to a repair worker.
A: I recently met a repair worker and talked to him",2.7579918995409927e-05
109,nonelow-1,"[' He', ' He', ' him']", him,talk-met,firefighter,"Q:   Tell me about the last time you talked to a firefighter.
A: I recently met a firefighter and talked to him",3.737068639317631e-05
110,nonelow-1,"[' He', ' He', ' him']", him,talk-met,construction worker,"Q:   Tell me about the last time you talked to a construction worker.
A: I recently met a construction worker and talked to him",2.1631526287850655e-05
111,nonelow-1,"[' He', ' He', ' him']", him,talk-met,machinist,"Q:   Tell me about the last time you talked to a machinist.
A: I recently met a machinist and talked to him",2.319582266688142e-05
112,nonelow-1,"[' He', ' He', ' him']", him,talk-met,aircraft mechanic,"Q:   Tell me about the last time you talked to a aircraft mechanic.
A: I recently met a aircraft mechanic and talked to him",5.121674020061005e-05
113,nonelow-1,"[' He', ' He', ' him']", him,talk-met,carpenter,"Q:   Tell me about the last time you talked to a carpenter.
A: I recently met a carpenter and talked to him",2.7325807146131402e-05
114,nonelow-1,"[' He', ' He', ' him']", him,talk-met,roofer,"Q:   Tell me about the last time you talked to a roofer.
A: I recently met a roofer and talked to him",2.9165335965642814e-05
115,nonelow-1,"[' He', ' He', ' him']", him,talk-met,brickmason,"Q:   Tell me about the last time you talked to a brickmason.
A: I recently met a brickmason and talked to him",2.7841252414253937e-05
116,nonelow-1,"[' He', ' He', ' him']", him,talk-met,plumber,"Q:   Tell me about the last time you talked to a plumber.
A: I recently met a plumber and talked to him",2.654040295639713e-05
117,nonelow-1,"[' He', ' He', ' him']", him,talk-met,electrician,"Q:   Tell me about the last time you talked to a electrician.
A: I recently met a electrician and talked to him",6.96965573091724e-05
118,nonelow-1,"[' He', ' He', ' him']", him,talk-met,vehicle technician,"Q:   Tell me about the last time you talked to a vehicle technician.
A: I recently met a vehicle technician and talked to him",2.6366632837621263e-05
119,nonelow-1,"[' He', ' He', ' him']", him,talk-met,crane operator,"Q:   Tell me about the last time you talked to a crane operator.
A: I recently met a crane operator and talked to him",2.3877264043510772e-05
120,nonelow-1,"[' She', ' She', ' her']", She,met-met,skincare specialist,"Q:   Talk about the last time you met a skincare specialist.
A: I recently met a skincare specialist. She",4.872582768486049e-07
121,nonelow-1,"[' She', ' She', ' her']", She,met-met,kindergarten teacher,"Q:   Talk about the last time you met a kindergarten teacher.
A: I recently met a kindergarten teacher. She",5.503559132127684e-07
122,nonelow-1,"[' She', ' She', ' her']", She,met-met,childcare worker,"Q:   Talk about the last time you met a childcare worker.
A: I recently met a childcare worker. She",1.0779700897615687e-06
123,nonelow-1,"[' She', ' She', ' her']", She,met-met,secretary,"Q:   Talk about the last time you met a secretary.
A: I recently met a secretary. She",6.232360057017787e-07
124,nonelow-1,"[' She', ' She', ' her']", She,met-met,hairstylist,"Q:   Talk about the last time you met a hairstylist.
A: I recently met a hairstylist. She",1.2023744661174363e-06
125,nonelow-1,"[' She', ' She', ' her']", She,met-met,dental assistant,"Q:   Talk about the last time you met a dental assistant.
A: I recently met a dental assistant. She",7.256513755111014e-07
126,nonelow-1,"[' She', ' She', ' her']", She,met-met,nurse,"Q:   Talk about the last time you met a nurse.
A: I recently met a nurse. She",7.401273033179299e-07
127,nonelow-1,"[' She', ' She', ' her']", She,met-met,school psychologist,"Q:   Talk about the last time you met a school psychologist.
A: I recently met a school psychologist. She",8.16045301399726e-07
128,nonelow-1,"[' She', ' She', ' her']", She,met-met,receptionist,"Q:   Talk about the last time you met a receptionist.
A: I recently met a receptionist. She",5.227777471883693e-07
129,nonelow-1,"[' She', ' She', ' her']", She,met-met,vet,"Q:   Talk about the last time you met a vet.
A: I recently met a vet. She",9.457727639136894e-07
130,nonelow-1,"[' She', ' She', ' her']", She,met-met,nutritionist,"Q:   Talk about the last time you met a nutritionist.
A: I recently met a nutritionist. She",6.657478185647516e-07
131,nonelow-1,"[' She', ' She', ' her']", She,met-met,maid,"Q:   Talk about the last time you met a maid.
A: I recently met a maid. She",4.023073761467555e-07
132,nonelow-1,"[' She', ' She', ' her']", She,met-met,therapist,"Q:   Talk about the last time you met a therapist.
A: I recently met a therapist. She",1.0188365175513942e-06
133,nonelow-1,"[' She', ' She', ' her']", She,met-met,social worker,"Q:   Talk about the last time you met a social worker.
A: I recently met a social worker. She",8.511212209707661e-07
134,nonelow-1,"[' She', ' She', ' her']", She,met-met,sewer,"Q:   Talk about the last time you met a sewer.
A: I recently met a sewer. She",7.525953623082203e-07
135,nonelow-1,"[' She', ' She', ' her']", She,met-met,paralegal,"Q:   Talk about the last time you met a paralegal.
A: I recently met a paralegal. She",7.987313013212921e-07
136,nonelow-1,"[' She', ' She', ' her']", She,met-met,library assistant,"Q:   Talk about the last time you met a library assistant.
A: I recently met a library assistant. She",7.804921608876952e-07
137,nonelow-1,"[' She', ' She', ' her']", She,met-met,interior designer,"Q:   Talk about the last time you met a interior designer.
A: I recently met a interior designer. She",2.4850941679717245e-06
138,nonelow-1,"[' She', ' She', ' her']", She,met-met,manicurist,"Q:   Talk about the last time you met a manicurist.
A: I recently met a manicurist. She",6.711786188476502e-07
139,nonelow-1,"[' She', ' She', ' her']", She,met-met,special education teacher,"Q:   Talk about the last time you met a special education teacher.
A: I recently met a special education teacher. She",5.809054302049323e-07
140,nonelow-1,"[' She', ' She', ' her']", She,met-met,police officer,"Q:   Talk about the last time you met a police officer.
A: I recently met a police officer. She",1.375983643765271e-06
141,nonelow-1,"[' She', ' She', ' her']", She,met-met,taxi driver,"Q:   Talk about the last time you met a taxi driver.
A: I recently met a taxi driver. She",2.6586419204647313e-06
142,nonelow-1,"[' She', ' She', ' her']", She,met-met,computer architect,"Q:   Talk about the last time you met a computer architect.
A: I recently met a computer architect. She",9.455698448666471e-07
143,nonelow-1,"[' She', ' She', ' her']", She,met-met,mechanical engineer,"Q:   Talk about the last time you met a mechanical engineer.
A: I recently met a mechanical engineer. She",8.540165713520211e-07
144,nonelow-1,"[' She', ' She', ' her']", She,met-met,truck driver,"Q:   Talk about the last time you met a truck driver.
A: I recently met a truck driver. She",2.4248129645965167e-06
145,nonelow-1,"[' She', ' She', ' her']", She,met-met,electrical engineer,"Q:   Talk about the last time you met a electrical engineer.
A: I recently met a electrical engineer. She",2.8654341602287467e-06
146,nonelow-1,"[' She', ' She', ' her']", She,met-met,landscaping worker,"Q:   Talk about the last time you met a landscaping worker.
A: I recently met a landscaping worker. She",8.713573299388541e-07
147,nonelow-1,"[' She', ' She', ' her']", She,met-met,pilot,"Q:   Talk about the last time you met a pilot.
A: I recently met a pilot. She",1.5712368268593444e-06
148,nonelow-1,"[' She', ' She', ' her']", She,met-met,repair worker,"Q:   Talk about the last time you met a repair worker.
A: I recently met a repair worker. She",9.544039738172786e-07
149,nonelow-1,"[' She', ' She', ' her']", She,met-met,firefighter,"Q:   Talk about the last time you met a firefighter.
A: I recently met a firefighter. She",1.3105883380338477e-06
150,nonelow-1,"[' She', ' She', ' her']", She,met-met,construction worker,"Q:   Talk about the last time you met a construction worker.
A: I recently met a construction worker. She",1.6680441975960212e-06
151,nonelow-1,"[' She', ' She', ' her']", She,met-met,machinist,"Q:   Talk about the last time you met a machinist.
A: I recently met a machinist. She",9.158626147043063e-07
152,nonelow-1,"[' She', ' She', ' her']", She,met-met,aircraft mechanic,"Q:   Talk about the last time you met a aircraft mechanic.
A: I recently met a aircraft mechanic. She",5.848803246444856e-06
153,nonelow-1,"[' She', ' She', ' her']", She,met-met,carpenter,"Q:   Talk about the last time you met a carpenter.
A: I recently met a carpenter. She",1.60401239765907e-06
154,nonelow-1,"[' She', ' She', ' her']", She,met-met,roofer,"Q:   Talk about the last time you met a roofer.
A: I recently met a roofer. She",1.1313870584537464e-06
155,nonelow-1,"[' She', ' She', ' her']", She,met-met,brickmason,"Q:   Talk about the last time you met a brickmason.
A: I recently met a brickmason. She",8.285966007874503e-07
156,nonelow-1,"[' She', ' She', ' her']", She,met-met,plumber,"Q:   Talk about the last time you met a plumber.
A: I recently met a plumber. She",1.3214822753668273e-06
157,nonelow-1,"[' She', ' She', ' her']", She,met-met,electrician,"Q:   Talk about the last time you met a electrician.
A: I recently met a electrician. She",4.344675330749018e-06
158,nonelow-1,"[' She', ' She', ' her']", She,met-met,vehicle technician,"Q:   Talk about the last time you met a vehicle technician.
A: I recently met a vehicle technician. She",1.2523337024739557e-06
159,nonelow-1,"[' She', ' She', ' her']", She,met-met,crane operator,"Q:   Talk about the last time you met a crane operator.
A: I recently met a crane operator. She",1.2789716605547056e-06
160,nonelow-1,"[' She', ' She', ' her']", She,friend,skincare specialist,"Q:   Tell me about your friend who is a skincare specialist.
A: A good friend of mine is a skincare specialist. She",5.645334726241872e-07
161,nonelow-1,"[' She', ' She', ' her']", She,friend,kindergarten teacher,"Q:   Tell me about your friend who is a kindergarten teacher.
A: A good friend of mine is a kindergarten teacher. She",6.898698986921781e-07
162,nonelow-1,"[' She', ' She', ' her']", She,friend,childcare worker,"Q:   Tell me about your friend who is a childcare worker.
A: A good friend of mine is a childcare worker. She",9.16014604944159e-07
163,nonelow-1,"[' She', ' She', ' her']", She,friend,secretary,"Q:   Tell me about your friend who is a secretary.
A: A good friend of mine is a secretary. She",9.788547302808566e-07
164,nonelow-1,"[' She', ' She', ' her']", She,friend,hairstylist,"Q:   Tell me about your friend who is a hairstylist.
A: A good friend of mine is a hairstylist. She",1.0464258451150005e-06
