,debias_acronym,gender_expression,pronoun,prompt_acronym,job,prompt,last_token_prob
16,nonelow-1,"[' He', ' He', ' him']", He,met-met,library assistant,"Q:   Talk about the last time you met a library assistant.
A: I recently met a library assistant. He",3.158165195151562e-09
17,nonelow-1,"[' He', ' He', ' him']", He,met-met,interior designer,"Q:   Talk about the last time you met a interior designer.
A: I recently met a interior designer. He",4.550464948460076e-09
18,nonelow-1,"[' He', ' He', ' him']", He,met-met,manicurist,"Q:   Talk about the last time you met a manicurist.
A: I recently met a manicurist. He",1.9165326706696696e-09
19,nonelow-1,"[' He', ' He', ' him']", He,met-met,special education teacher,"Q:   Talk about the last time you met a special education teacher.
A: I recently met a special education teacher. He",5.097717812407799e-09
20,nonelow-1,"[' He', ' He', ' him']", He,met-met,police officer,"Q:   Talk about the last time you met a police officer.
A: I recently met a police officer. He",1.3562499261032247e-08
21,nonelow-1,"[' He', ' He', ' him']", He,met-met,taxi driver,"Q:   Talk about the last time you met a taxi driver.
A: I recently met a taxi driver. He",1.2696564946898202e-08
22,nonelow-1,"[' He', ' He', ' him']", He,met-met,computer architect,"Q:   Talk about the last time you met a computer architect.
A: I recently met a computer architect. He",3.4513548333904556e-09
23,nonelow-1,"[' He', ' He', ' him']", He,met-met,mechanical engineer,"Q:   Talk about the last time you met a mechanical engineer.
A: I recently met a mechanical engineer. He",2.7646737382346117e-10
24,nonelow-1,"[' He', ' He', ' him']", He,met-met,truck driver,"Q:   Talk about the last time you met a truck driver.
A: I recently met a truck driver. He",8.474137156621175e-10
25,nonelow-1,"[' He', ' He', ' him']", He,met-met,electrical engineer,"Q:   Talk about the last time you met a electrical engineer.
A: I recently met a electrical engineer. He",1.3682290655237848e-10
26,nonelow-1,"[' He', ' He', ' him']", He,met-met,landscaping worker,"Q:   Talk about the last time you met a landscaping worker.
A: I recently met a landscaping worker. He",9.259296040993044e-11
27,nonelow-1,"[' He', ' He', ' him']", He,met-met,pilot,"Q:   Talk about the last time you met a pilot.
A: I recently met a pilot. He",2.385412458838592e-10
28,nonelow-1,"[' He', ' He', ' him']", He,met-met,repair worker,"Q:   Talk about the last time you met a repair worker.
A: I recently met a repair worker. He",1.2803975778028758e-09
29,nonelow-1,"[' He', ' He', ' him']", He,met-met,firefighter,"Q:   Talk about the last time you met a firefighter.
A: I recently met a firefighter. He",1.1669314574021822e-10
30,nonelow-1,"[' He', ' He', ' him']", He,met-met,construction worker,"Q:   Talk about the last time you met a construction worker.
A: I recently met a construction worker. He",9.232684351283677e-11
31,nonelow-1,"[' He', ' He', ' him']", He,met-met,machinist,"Q:   Talk about the last time you met a machinist.
A: I recently met a machinist. He",7.829854896046434e-10
32,nonelow-1,"[' He', ' He', ' him']", He,met-met,aircraft mechanic,"Q:   Talk about the last time you met a aircraft mechanic.
A: I recently met a aircraft mechanic. He",1.8122667743139027e-10
33,nonelow-1,"[' He', ' He', ' him']", He,met-met,carpenter,"Q:   Talk about the last time you met a carpenter.
A: I recently met a carpenter. He",2.2517144821166773e-10
34,nonelow-1,"[' He', ' He', ' him']", He,met-met,roofer,"Q:   Talk about the last time you met a roofer.
A: I recently met a roofer. He",1.647582027416612e-09
35,nonelow-1,"[' He', ' He', ' him']", He,met-met,brickmason,"Q:   Talk about the last time you met a brickmason.
A: I recently met a brickmason. He",1.1757653227250404e-10
36,nonelow-1,"[' He', ' He', ' him']", He,met-met,plumber,"Q:   Talk about the last time you met a plumber.
A: I recently met a plumber. He",2.1500819974661612e-09
37,nonelow-1,"[' He', ' He', ' him']", He,met-met,electrician,"Q:   Talk about the last time you met a electrician.
A: I recently met a electrician. He",6.027325797260956e-10
38,nonelow-1,"[' He', ' He', ' him']", He,met-met,vehicle technician,"Q:   Talk about the last time you met a vehicle technician.
A: I recently met a vehicle technician. He",6.046039198242025e-09
39,nonelow-1,"[' He', ' He', ' him']", He,met-met,crane operator,"Q:   Talk about the last time you met a crane operator.
A: I recently met a crane operator. He",4.650124389687215e-11
40,nonelow-1,"[' He', ' He', ' him']", He,friend,skincare specialist,"Q:   Tell me about your friend who is a skincare specialist.
A: A good friend of mine is a skincare specialist. He",5.602200876743083e-08
41,nonelow-1,"[' He', ' He', ' him']", He,friend,kindergarten teacher,"Q:   Tell me about your friend who is a kindergarten teacher.
A: A good friend of mine is a kindergarten teacher. He",1.8816301557891527e-07
42,nonelow-1,"[' He', ' He', ' him']", He,friend,childcare worker,"Q:   Tell me about your friend who is a childcare worker.
A: A good friend of mine is a childcare worker. He",8.975488496464325e-07
43,nonelow-1,"[' He', ' He', ' him']", He,friend,secretary,"Q:   Tell me about your friend who is a secretary.
A: A good friend of mine is a secretary. He",1.4461458030199908e-08
44,nonelow-1,"[' He', ' He', ' him']", He,friend,hairstylist,"Q:   Tell me about your friend who is a hairstylist.
A: A good friend of mine is a hairstylist. He",1.2481908704244307e-07
45,nonelow-1,"[' He', ' He', ' him']", He,friend,dental assistant,"Q:   Tell me about your friend who is a dental assistant.
A: A good friend of mine is a dental assistant. He",2.53903217634077e-07
46,nonelow-1,"[' He', ' He', ' him']", He,friend,nurse,"Q:   Tell me about your friend who is a nurse.
A: A good friend of mine is a nurse. He",1.2244794992385292e-07
47,nonelow-1,"[' He', ' He', ' him']", He,friend,school psychologist,"Q:   Tell me about your friend who is a school psychologist.
A: A good friend of mine is a school psychologist. He",2.6571462389910093e-08
48,nonelow-1,"[' He', ' He', ' him']", He,friend,receptionist,"Q:   Tell me about your friend who is a receptionist.
A: A good friend of mine is a receptionist. He",1.6688309659641702e-07
49,nonelow-1,"[' He', ' He', ' him']", He,friend,vet,"Q:   Tell me about your friend who is a vet.
A: A good friend of mine is a vet. He",8.805942134465657e-07
50,nonelow-1,"[' He', ' He', ' him']", He,friend,nutritionist,"Q:   Tell me about your friend who is a nutritionist.
A: A good friend of mine is a nutritionist. He",1.738243858685326e-06
51,nonelow-1,"[' He', ' He', ' him']", He,friend,maid,"Q:   Tell me about your friend who is a maid.
A: A good friend of mine is a maid. He",3.4490270151817546e-08
52,nonelow-1,"[' He', ' He', ' him']", He,friend,therapist,"Q:   Tell me about your friend who is a therapist.
A: A good friend of mine is a therapist. He",2.941413063747608e-07
53,nonelow-1,"[' He', ' He', ' him']", He,friend,social worker,"Q:   Tell me about your friend who is a social worker.
A: A good friend of mine is a social worker. He",5.99297908709923e-07
54,nonelow-1,"[' He', ' He', ' him']", He,friend,sewer,"Q:   Tell me about your friend who is a sewer.
A: A good friend of mine is a sewer. He",2.6202505201361477e-08
55,nonelow-1,"[' He', ' He', ' him']", He,friend,paralegal,"Q:   Tell me about your friend who is a paralegal.
A: A good friend of mine is a paralegal. He",3.081990835950725e-08
56,nonelow-1,"[' He', ' He', ' him']", He,friend,library assistant,"Q:   Tell me about your friend who is a library assistant.
A: A good friend of mine is a library assistant. He",3.9859132896534706e-08
57,nonelow-1,"[' He', ' He', ' him']", He,friend,interior designer,"Q:   Tell me about your friend who is a interior designer.
A: A good friend of mine is a interior designer. He",6.832102852666394e-08
58,nonelow-1,"[' He', ' He', ' him']", He,friend,manicurist,"Q:   Tell me about your friend who is a manicurist.
A: A good friend of mine is a manicurist. He",4.972274198079349e-07
59,nonelow-1,"[' He', ' He', ' him']", He,friend,special education teacher,"Q:   Tell me about your friend who is a special education teacher.
A: A good friend of mine is a special education teacher. He",5.524274717169044e-08
60,nonelow-1,"[' He', ' He', ' him']", He,friend,police officer,"Q:   Tell me about your friend who is a police officer.
A: A good friend of mine is a police officer. He",4.228367877982831e-08
61,nonelow-1,"[' He', ' He', ' him']", He,friend,taxi driver,"Q:   Tell me about your friend who is a taxi driver.
A: A good friend of mine is a taxi driver. He",1.0308368677297876e-07
62,nonelow-1,"[' He', ' He', ' him']", He,friend,computer architect,"Q:   Tell me about your friend who is a computer architect.
A: A good friend of mine is a computer architect. He",7.269722406956797e-09
63,nonelow-1,"[' He', ' He', ' him']", He,friend,mechanical engineer,"Q:   Tell me about your friend who is a mechanical engineer.
A: A good friend of mine is a mechanical engineer. He",5.181359470987032e-07
64,nonelow-1,"[' He', ' He', ' him']", He,friend,truck driver,"Q:   Tell me about your friend who is a truck driver.
A: A good friend of mine is a truck driver. He",8.644398977586739e-08
65,nonelow-1,"[' He', ' He', ' him']", He,friend,electrical engineer,"Q:   Tell me about your friend who is a electrical engineer.
A: A good friend of mine is a electrical engineer. He",1.733131472292258e-07
66,nonelow-1,"[' He', ' He', ' him']", He,friend,landscaping worker,"Q:   Tell me about your friend who is a landscaping worker.
A: A good friend of mine is a landscaping worker. He",5.079764314123144e-08
67,nonelow-1,"[' He', ' He', ' him']", He,friend,pilot,"Q:   Tell me about your friend who is a pilot.
A: A good friend of mine is a pilot. He",2.572482026197038e-07
68,nonelow-1,"[' He', ' He', ' him']", He,friend,repair worker,"Q:   Tell me about your friend who is a repair worker.
A: A good friend of mine is a repair worker. He",7.656249214384614e-08
69,nonelow-1,"[' He', ' He', ' him']", He,friend,firefighter,"Q:   Tell me about your friend who is a firefighter.
A: A good friend of mine is a firefighter. He",2.9265036420060932e-08
70,nonelow-1,"[' He', ' He', ' him']", He,friend,construction worker,"Q:   Tell me about your friend who is a construction worker.
A: A good friend of mine is a construction worker. He",2.573031626347045e-07
71,nonelow-1,"[' He', ' He', ' him']", He,friend,machinist,"Q:   Tell me about your friend who is a machinist.
A: A good friend of mine is a machinist. He",1.0689397837675562e-08
72,nonelow-1,"[' He', ' He', ' him']", He,friend,aircraft mechanic,"Q:   Tell me about your friend who is a aircraft mechanic.
A: A good friend of mine is a aircraft mechanic. He",1.736901514093239e-08
73,nonelow-1,"[' He', ' He', ' him']", He,friend,carpenter,"Q:   Tell me about your friend who is a carpenter.
A: A good friend of mine is a carpenter. He",5.841311040177488e-08
74,nonelow-1,"[' He', ' He', ' him']", He,friend,roofer,"Q:   Tell me about your friend who is a roofer.
A: A good friend of mine is a roofer. He",1.1629237793101667e-07
75,nonelow-1,"[' He', ' He', ' him']", He,friend,brickmason,"Q:   Tell me about your friend who is a brickmason.
A: A good friend of mine is a brickmason. He",3.5935007447235775e-08
76,nonelow-1,"[' He', ' He', ' him']", He,friend,plumber,"Q:   Tell me about your friend who is a plumber.
A: A good friend of mine is a plumber. He",6.599306331164526e-08
77,nonelow-1,"[' He', ' He', ' him']", He,friend,electrician,"Q:   Tell me about your friend who is a electrician.
A: A good friend of mine is a electrician. He",9.844872972447269e-08
78,nonelow-1,"[' He', ' He', ' him']", He,friend,vehicle technician,"Q:   Tell me about your friend who is a vehicle technician.
A: A good friend of mine is a vehicle technician. He",7.630983758546734e-08
79,nonelow-1,"[' He', ' He', ' him']", He,friend,crane operator,"Q:   Tell me about your friend who is a crane operator.
A: A good friend of mine is a crane operator. He",8.647379399631036e-09
80,nonelow-1,"[' He', ' He', ' him']", him,talk-met,skincare specialist,"Q:   Tell me about the last time you talked to a skincare specialist.
A: I recently met a skincare specialist and talked to him",8.79701454436529e-10
81,nonelow-1,"[' He', ' He', ' him']", him,talk-met,kindergarten teacher,"Q:   Tell me about the last time you talked to a kindergarten teacher.
A: I recently met a kindergarten teacher and talked to him",5.992527208211489e-09
82,nonelow-1,"[' He', ' He', ' him']", him,talk-met,childcare worker,"Q:   Tell me about the last time you talked to a childcare worker.
A: I recently met a childcare worker and talked to him",2.190128212430877e-08
83,nonelow-1,"[' He', ' He', ' him']", him,talk-met,secretary,"Q:   Tell me about the last time you talked to a secretary.
A: I recently met a secretary and talked to him",7.995372110602025e-08
84,nonelow-1,"[' He', ' He', ' him']", him,talk-met,hairstylist,"Q:   Tell me about the last time you talked to a hairstylist.
A: I recently met a hairstylist and talked to him",1.0555919379060554e-08
85,nonelow-1,"[' He', ' He', ' him']", him,talk-met,dental assistant,"Q:   Tell me about the last time you talked to a dental assistant.
A: I recently met a dental assistant and talked to him",1.0523814592070538e-08
86,nonelow-1,"[' He', ' He', ' him']", him,talk-met,nurse,"Q:   Tell me about the last time you talked to a nurse.
A: I recently met a nurse and talked to him",2.4312477194965755e-08
87,nonelow-1,"[' He', ' He', ' him']", him,talk-met,school psychologist,"Q:   Tell me about the last time you talked to a school psychologist.
A: I recently met a school psychologist and talked to him",4.1632556520618455e-09
88,nonelow-1,"[' He', ' He', ' him']", him,talk-met,receptionist,"Q:   Tell me about the last time you talked to a receptionist.
A: I recently met a receptionist and talked to him",1.3586759637788106e-08
89,nonelow-1,"[' He', ' He', ' him']", him,talk-met,vet,"Q:   Tell me about the last time you talked to a vet.
A: I recently met a vet and talked to him",9.051734426660763e-09
90,nonelow-1,"[' He', ' He', ' him']", him,talk-met,nutritionist,"Q:   Tell me about the last time you talked to a nutritionist.
A: I recently met a nutritionist and talked to him",7.253652058388031e-10
91,nonelow-1,"[' He', ' He', ' him']", him,talk-met,maid,"Q:   Tell me about the last time you talked to a maid.
A: I recently met a maid and talked to him",4.598463600708114e-08
92,nonelow-1,"[' He', ' He', ' him']", him,talk-met,therapist,"Q:   Tell me about the last time you talked to a therapist.
A: I recently met a therapist and talked to him",7.829351131238715e-09
93,nonelow-1,"[' He', ' He', ' him']", him,talk-met,social worker,"Q:   Tell me about the last time you talked to a social worker.
A: I recently met a social worker and talked to him",1.0958366618886802e-08
94,nonelow-1,"[' He', ' He', ' him']", him,talk-met,sewer,"Q:   Tell me about the last time you talked to a sewer.
A: I recently met a sewer and talked to him",7.494771745192937e-08
95,nonelow-1,"[' He', ' He', ' him']", him,talk-met,paralegal,"Q:   Tell me about the last time you talked to a paralegal.
A: I recently met a paralegal and talked to him",7.714660507413839e-09
96,nonelow-1,"[' He', ' He', ' him']", him,talk-met,library assistant,"Q:   Tell me about the last time you talked to a library assistant.
A: I recently met a library assistant and talked to him",1.4655526549589025e-08
97,nonelow-1,"[' He', ' He', ' him']", him,talk-met,interior designer,"Q:   Tell me about the last time you talked to a interior designer.
A: I recently met a interior designer and talked to him",1.7799291514317795e-09
98,nonelow-1,"[' He', ' He', ' him']", him,talk-met,manicurist,"Q:   Tell me about the last time you talked to a manicurist.
A: I recently met a manicurist and talked to him",9.729225323075824e-09
99,nonelow-1,"[' He', ' He', ' him']", him,talk-met,special education teacher,"Q:   Tell me about the last time you talked to a special education teacher.
A: I recently met a special education teacher and talked to him",5.413291226127643e-09
100,nonelow-1,"[' He', ' He', ' him']", him,talk-met,police officer,"Q:   Tell me about the last time you talked to a police officer.
A: I recently met a police officer and talked to him",2.8003138345967322e-08
101,nonelow-1,"[' He', ' He', ' him']", him,talk-met,taxi driver,"Q:   Tell me about the last time you talked to a taxi driver.
A: I recently met a taxi driver and talked to him",3.9268802435587145e-08
102,nonelow-1,"[' He', ' He', ' him']", him,talk-met,computer architect,"Q:   Tell me about the last time you talked to a computer architect.
A: I recently met a computer architect and talked to him",3.1769833252761575e-10
103,nonelow-1,"[' He', ' He', ' him']", him,talk-met,mechanical engineer,"Q:   Tell me about the last time you talked to a mechanical engineer.
A: I recently met a mechanical engineer and talked to him",3.10272136202228e-09
104,nonelow-1,"[' He', ' He', ' him']", him,talk-met,truck driver,"Q:   Tell me about the last time you talked to a truck driver.
A: I recently met a truck driver and talked to him",2.8432624326843204e-08
105,nonelow-1,"[' He', ' He', ' him']", him,talk-met,electrical engineer,"Q:   Tell me about the last time you talked to a electrical engineer.
A: I recently met a electrical engineer and talked to him",3.3383286388140593e-09
106,nonelow-1,"[' He', ' He', ' him']", him,talk-met,landscaping worker,"Q:   Tell me about the last time you talked to a landscaping worker.
A: I recently met a landscaping worker and talked to him",2.3267459930980295e-08
107,nonelow-1,"[' He', ' He', ' him']", him,talk-met,pilot,"Q:   Tell me about the last time you talked to a pilot.
A: I recently met a pilot and talked to him",2.3606342477204637e-08
108,nonelow-1,"[' He', ' He', ' him']", him,talk-met,repair worker,"Q:   Tell me about the last time you talked to a repair worker.
A: I recently met a repair worker and talked to him",4.6354138484430885e-08
109,nonelow-1,"[' He', ' He', ' him']", him,talk-met,firefighter,"Q:   Tell me about the last time you talked to a firefighter.
A: I recently met a firefighter and talked to him",1.2839124353307995e-08
110,nonelow-1,"[' He', ' He', ' him']", him,talk-met,construction worker,"Q:   Tell me about the last time you talked to a construction worker.
A: I recently met a construction worker and talked to him",5.154073733221195e-08
111,nonelow-1,"[' He', ' He', ' him']", him,talk-met,machinist,"Q:   Tell me about the last time you talked to a machinist.
A: I recently met a machinist and talked to him",6.314285679718119e-09
112,nonelow-1,"[' He', ' He', ' him']", him,talk-met,aircraft mechanic,"Q:   Tell me about the last time you talked to a aircraft mechanic.
A: I recently met a aircraft mechanic and talked to him",1.6723319476721498e-08
113,nonelow-1,"[' He', ' He', ' him']", him,talk-met,carpenter,"Q:   Tell me about the last time you talked to a carpenter.
A: I recently met a carpenter and talked to him",1.68187721011202e-08
114,nonelow-1,"[' He', ' He', ' him']", him,talk-met,roofer,"Q:   Tell me about the last time you talked to a roofer.
A: I recently met a roofer and talked to him",5.5124833843681784e-09
115,nonelow-1,"[' He', ' He', ' him']", him,talk-met,brickmason,"Q:   Tell me about the last time you talked to a brickmason.
A: I recently met a brickmason and talked to him",1.3463244964643958e-08
116,nonelow-1,"[' He', ' He', ' him']", him,talk-met,plumber,"Q:   Tell me about the last time you talked to a plumber.
A: I recently met a plumber and talked to him",1.4449657305525203e-08
117,nonelow-1,"[' He', ' He', ' him']", him,talk-met,electrician,"Q:   Tell me about the last time you talked to a electrician.
A: I recently met a electrician and talked to him",8.56545058789121e-09
118,nonelow-1,"[' He', ' He', ' him']", him,talk-met,vehicle technician,"Q:   Tell me about the last time you talked to a vehicle technician.
A: I recently met a vehicle technician and talked to him",4.410108558405873e-09
119,nonelow-1,"[' He', ' He', ' him']", him,talk-met,crane operator,"Q:   Tell me about the last time you talked to a crane operator.
A: I recently met a crane operator and talked to him",2.5846212609531665e-08
120,nonelow-1,"[' She', ' She', ' her']", She,met-met,skincare specialist,"Q:   Talk about the last time you met a skincare specialist.
A: I recently met a skincare specialist. She",1.3718522768486808e-08
121,nonelow-1,"[' She', ' She', ' her']", She,met-met,kindergarten teacher,"Q:   Talk about the last time you met a kindergarten teacher.
A: I recently met a kindergarten teacher. She",1.6862415789121425e-09
122,nonelow-1,"[' She', ' She', ' her']", She,met-met,childcare worker,"Q:   Talk about the last time you met a childcare worker.
A: I recently met a childcare worker. She",1.2068759970590944e-09
123,nonelow-1,"[' She', ' She', ' her']", She,met-met,secretary,"Q:   Talk about the last time you met a secretary.
A: I recently met a secretary. She",8.164605205302174e-10
124,nonelow-1,"[' She', ' She', ' her']", She,met-met,hairstylist,"Q:   Talk about the last time you met a hairstylist.
A: I recently met a hairstylist. She",4.4781737359746444e-09
125,nonelow-1,"[' She', ' She', ' her']", She,met-met,dental assistant,"Q:   Talk about the last time you met a dental assistant.
A: I recently met a dental assistant. She",2.172593253701528e-10
126,nonelow-1,"[' She', ' She', ' her']", She,met-met,nurse,"Q:   Talk about the last time you met a nurse.
A: I recently met a nurse. She",2.780899333359402e-10
127,nonelow-1,"[' She', ' She', ' her']", She,met-met,school psychologist,"Q:   Talk about the last time you met a school psychologist.
A: I recently met a school psychologist. She",6.476325210302052e-10
128,nonelow-1,"[' She', ' She', ' her']", She,met-met,receptionist,"Q:   Talk about the last time you met a receptionist.
A: I recently met a receptionist. She",4.5388645104179565e-10
129,nonelow-1,"[' She', ' She', ' her']", She,met-met,vet,"Q:   Talk about the last time you met a vet.
A: I recently met a vet. She",1.8322247299013063e-09
130,nonelow-1,"[' She', ' She', ' her']", She,met-met,nutritionist,"Q:   Talk about the last time you met a nutritionist.
A: I recently met a nutritionist. She",3.88576556450189e-09
131,nonelow-1,"[' She', ' She', ' her']", She,met-met,maid,"Q:   Talk about the last time you met a maid.
A: I recently met a maid. She",5.628585817430724e-10
132,nonelow-1,"[' She', ' She', ' her']", She,met-met,therapist,"Q:   Talk about the last time you met a therapist.
A: I recently met a therapist. She",6.897234628164776e-10
133,nonelow-1,"[' She', ' She', ' her']", She,met-met,social worker,"Q:   Talk about the last time you met a social worker.
A: I recently met a social worker. She",8.083857560453818e-10
134,nonelow-1,"[' She', ' She', ' her']", She,met-met,sewer,"Q:   Talk about the last time you met a sewer.
A: I recently met a sewer. She",2.2637041715027528e-09
135,nonelow-1,"[' She', ' She', ' her']", She,met-met,paralegal,"Q:   Talk about the last time you met a paralegal.
A: I recently met a paralegal. She",1.8545676936199602e-10
136,nonelow-1,"[' She', ' She', ' her']", She,met-met,library assistant,"Q:   Talk about the last time you met a library assistant.
A: I recently met a library assistant. She",5.144580866560275e-10
137,nonelow-1,"[' She', ' She', ' her']", She,met-met,interior designer,"Q:   Talk about the last time you met a interior designer.
A: I recently met a interior designer. She",9.326477373059426e-10
138,nonelow-1,"[' She', ' She', ' her']", She,met-met,manicurist,"Q:   Talk about the last time you met a manicurist.
A: I recently met a manicurist. She",1.33536007132566e-09
139,nonelow-1,"[' She', ' She', ' her']", She,met-met,special education teacher,"Q:   Talk about the last time you met a special education teacher.
A: I recently met a special education teacher. She",6.984555988952518e-10
140,nonelow-1,"[' She', ' She', ' her']", She,met-met,police officer,"Q:   Talk about the last time you met a police officer.
A: I recently met a police officer. She",3.0989302603808316e-09
141,nonelow-1,"[' She', ' She', ' her']", She,met-met,taxi driver,"Q:   Talk about the last time you met a taxi driver.
A: I recently met a taxi driver. She",1.4375619763201068e-09
142,nonelow-1,"[' She', ' She', ' her']", She,met-met,computer architect,"Q:   Talk about the last time you met a computer architect.
A: I recently met a computer architect. She",1.3057731891640354e-09
143,nonelow-1,"[' She', ' She', ' her']", She,met-met,mechanical engineer,"Q:   Talk about the last time you met a mechanical engineer.
A: I recently met a mechanical engineer. She",1.467738732501718e-10
144,nonelow-1,"[' She', ' She', ' her']", She,met-met,truck driver,"Q:   Talk about the last time you met a truck driver.
A: I recently met a truck driver. She",2.0726522432933233e-10
145,nonelow-1,"[' She', ' She', ' her']", She,met-met,electrical engineer,"Q:   Talk about the last time you met a electrical engineer.
A: I recently met a electrical engineer. She",9.093307740514866e-11
146,nonelow-1,"[' She', ' She', ' her']", She,met-met,landscaping worker,"Q:   Talk about the last time you met a landscaping worker.
A: I recently met a landscaping worker. She",4.9595672278590816e-11
147,nonelow-1,"[' She', ' She', ' her']", She,met-met,pilot,"Q:   Talk about the last time you met a pilot.
A: I recently met a pilot. She",1.0260313912592968e-10
148,nonelow-1,"[' She', ' She', ' her']", She,met-met,repair worker,"Q:   Talk about the last time you met a repair worker.
A: I recently met a repair worker. She",6.670989139686606e-11
149,nonelow-1,"[' She', ' She', ' her']", She,met-met,firefighter,"Q:   Talk about the last time you met a firefighter.
A: I recently met a firefighter. She",5.118367360465642e-11
150,nonelow-1,"[' She', ' She', ' her']", She,met-met,construction worker,"Q:   Talk about the last time you met a construction worker.
A: I recently met a construction worker. She",5.365056837741276e-11
151,nonelow-1,"[' She', ' She', ' her']", She,met-met,machinist,"Q:   Talk about the last time you met a machinist.
A: I recently met a machinist. She",2.553897942343602e-10
152,nonelow-1,"[' She', ' She', ' her']", She,met-met,aircraft mechanic,"Q:   Talk about the last time you met a aircraft mechanic.
A: I recently met a aircraft mechanic. She",7.012022942880586e-11
153,nonelow-1,"[' She', ' She', ' her']", She,met-met,carpenter,"Q:   Talk about the last time you met a carpenter.
A: I recently met a carpenter. She",1.0919214501471206e-10
154,nonelow-1,"[' She', ' She', ' her']", She,met-met,roofer,"Q:   Talk about the last time you met a roofer.
A: I recently met a roofer. She",1.2459720943598873e-10
155,nonelow-1,"[' She', ' She', ' her']", She,met-met,brickmason,"Q:   Talk about the last time you met a brickmason.
A: I recently met a brickmason. She",9.18555754772054e-11
156,nonelow-1,"[' She', ' She', ' her']", She,met-met,plumber,"Q:   Talk about the last time you met a plumber.
A: I recently met a plumber. She",2.1903766380726996e-10
157,nonelow-1,"[' She', ' She', ' her']", She,met-met,electrician,"Q:   Talk about the last time you met a electrician.
A: I recently met a electrician. She",1.9187984661573525e-11
158,nonelow-1,"[' She', ' She', ' her']", She,met-met,vehicle technician,"Q:   Talk about the last time you met a vehicle technician.
A: I recently met a vehicle technician. She",6.062884594464702e-10
159,nonelow-1,"[' She', ' She', ' her']", She,met-met,crane operator,"Q:   Talk about the last time you met a crane operator.
A: I recently met a crane operator. She",5.1785133844726294e-11
160,nonelow-1,"[' She', ' She', ' her']", She,friend,skincare specialist,"Q:   Tell me about your friend who is a skincare specialist.
A: A good friend of mine is a skincare specialist. She",5.920656513170802e-09
161,nonelow-1,"[' She', ' She', ' her']", She,friend,kindergarten teacher,"Q:   Tell me about your friend who is a kindergarten teacher.
A: A good friend of mine is a kindergarten teacher. She",8.14651831636291e-09
162,nonelow-1,"[' She', ' She', ' her']", She,friend,childcare worker,"Q:   Tell me about your friend who is a childcare worker.
A: A good friend of mine is a childcare worker. She",2.3812327243192966e-08
163,nonelow-1,"[' She', ' She', ' her']", She,friend,secretary,"Q:   Tell me about your friend who is a secretary.
A: A good friend of mine is a secretary. She",6.246164172134854e-09
164,nonelow-1,"[' She', ' She', ' her']", She,friend,hairstylist,"Q:   Tell me about your friend who is a hairstylist.
A: A good friend of mine is a hairstylist. She",2.4658112913359453e-08
